ENSG	NextprotID	GeneName	gene_id	gene_type	Chr	start	end	ProteinEvidence	PE	Missing	strand	unknown_function
ENSG00000203730	NX_Q5T9Z0	TEDDM1	ENSG00000203730.2	protein_coding	1	182398117	182400616	transcript	PE2	1	-	1
ENSG00000203733	NX_A6NN92	GJE1	ENSG00000203733.5	protein_coding	6	142133090	142135151	uncertain	PE5	0	+	0
ENSG00000203734	NX_Q008S8	ECT2L	ENSG00000203734.11	protein_coding	6	138795926	138904070	protein	PE1	0	+	0
ENSG00000203737	NX_Q9Y2T5	GPR52	ENSG00000203737.3	protein_coding	1	174448111	174449198	protein	PE1	0	+	0
ENSG00000203740	NX_Q5VVY1	METTL11B	ENSG00000203740.3	protein_coding	1	170146001	170167790	protein	PE1	0	+	0
ENSG00000203747	NX_P08637	FCGR3A	ENSG00000203747.10	protein_coding	1	161541759	161550737	protein	PE1	0	-	0
ENSG00000203756	NX_Q5VVB8	TMEM244	ENSG00000203756.7	protein_coding	6	129831244	129861547	transcript	PE2	1	-	1
ENSG00000203757	NX_Q8NGY3	OR6K3	ENSG00000203757.2	protein_coding	1	158716327	158720720	transcript	PE2	1	-	0
ENSG00000203760	NX_Q5EE01	CENPW	ENSG00000203760.8	protein_coding	6	126340174	126348875	protein	PE1	0	+	0
ENSG00000203772	NX_Q5BIV9	SPRN	ENSG00000203772.7	protein_coding	10	133420666	133424572	transcript	PE2	1	-	0
ENSG00000203778	NX_Q4G0N7	FAM229B	ENSG00000203778.7	protein_coding	6	112087599	112102790	protein	PE1	0	+	1
ENSG00000203780	NX_Q8TC84	FANK1	ENSG00000203780.10	protein_coding	10	125896539	126009592	protein	PE1	0	+	0
ENSG00000203782	NX_P23490	LOR	ENSG00000203782.5	protein_coding	1	153259700	153262122	protein	PE1	0	+	0
ENSG00000203783	NX_Q5T870	PRR9	ENSG00000203783.4	protein_coding	1	153217584	153219317	protein	PE1	0	+	1
ENSG00000203784	NX_Q5T871	LELP1	ENSG00000203784.2	protein_coding	1	153203443	153205120	protein	PE1	0	+	0
ENSG00000203785	NX_P22531	SPRR2E	ENSG00000203785.8	protein_coding	1	153093135	153106184	transcript	PE2	1	-	0
ENSG00000203786	NX_Q5T749	KPRP	ENSG00000203786.6	protein_coding	1	152759561	152762052	protein	PE1	0	+	1
ENSG00000203791	NX_Q5JPI9	EEF1AKMT2	ENSG00000203791.14	protein_coding	10	124748149	124791870	protein	PE1	0	-	0
ENSG00000203795	NX_A6NFZ4	FAM24A	ENSG00000203795.2	protein_coding	10	122910701	122913111	protein	PE1	0	+	1
ENSG00000203797	NX_Q99489	DDO	ENSG00000203797.9	protein_coding	6	110391771	110415562	protein	PE1	0	-	0
ENSG00000203804	NX_Q5T5F5	ADAMTSL4-AS1	ENSG00000203804.4	processed_transcript	1	150560202	150574552	transcript	PE2	1	-	1
ENSG00000203805	NX_Q5VZY2	PLPP4	ENSG00000203805.10	protein_coding	10	120456954	120589855	protein	PE1	0	+	0
ENSG00000203808	NX_Q5T3Y7	BVES-AS1	ENSG00000203808.10	antisense	6	105136308	105169945	uncertain	PE5	0	+	0
ENSG00000203811	NX_Q71DI3	HIST2H3D;HIST2H3A;HIST2H3C	ENSG00000203811.1	protein_coding	1	149839538	149841193	protein	PE1	0	-	0
ENSG00000203812	NX_Q6FI13	HIST2H2AA3;HIST2H2AA4	ENSG00000203812.2	protein_coding	1	149842188	149842736	protein	PE1	0	-	0
ENSG00000203814	NX_Q5QNW6	HIST2H2BF	ENSG00000203814.6	protein_coding	1	149782689	149812373	protein	PE1	0	-	0
ENSG00000203837	NX_Q17RR3	PNLIPRP3	ENSG00000203837.4	protein_coding	10	116427867	116477957	transcript	PE2	1	+	0
ENSG00000203852	NX_Q71DI3	HIST2H3D;HIST2H3C;HIST2H3A	ENSG00000203852.3	protein_coding	1	149852619	149854274	protein	PE1	0	+	0
ENSG00000203857	NX_P14060	HSD3B1	ENSG00000203857.9	protein_coding	1	119507198	119515054	protein	PE1	0	+	0
ENSG00000203859	NX_P26439	HSD3B2	ENSG00000203859.9	protein_coding	1	119414931	119423035	protein	PE1	0	+	0
ENSG00000203865	NX_Q5TC04	ATP1A1-AS1	ENSG00000203865.9	processed_transcript	1	116392247	116418622	uncertain	PE5	0	-	0
ENSG00000203867	NX_Q5T481	RBM20	ENSG00000203867.7	protein_coding	10	110644397	110839469	protein	PE1	0	+	0
ENSG00000203870	NX_A6NGZ8	SMIM9	ENSG00000203870.5	protein_coding	X	154823348	154834662	transcript	PE2	1	-	1
ENSG00000203872	NX_Q5TEZ5	C6orf163	ENSG00000203872.6	protein_coding	6	87344849	87365463	protein	PE1	0	+	1
ENSG00000203877	NX_Q5TAB7	RIPPLY2	ENSG00000203877.8	protein_coding	6	83853266	83857515	protein	PE1	0	+	0
ENSG00000203879	NX_P31150	GDI1	ENSG00000203879.11	protein_coding	X	154436913	154443467	protein	PE1	0	+	0
ENSG00000203880	NX_Q9NV79	PCMTD2	ENSG00000203880.11	protein_coding	20	64255695	64287821	protein	PE1	0	+	0
ENSG00000203883	NX_P35713	SOX18	ENSG00000203883.6	protein_coding	20	64047582	64049641	protein	PE1	0	-	0
ENSG00000203896	NX_Q9H400	LIME1	ENSG00000203896.9	protein_coding	20	63736283	63739103	protein	PE1	0	+	0
ENSG00000203907	NX_A6NGQ2	OOEP	ENSG00000203907.9	protein_coding	6	73368555	73395133	protein	PE1	0	-	0
ENSG00000203908	NX_Q587J8	KHDC3L	ENSG00000203908.3	protein_coding	6	73362677	73364171	protein	PE1	0	+	0
ENSG00000203909	NX_A6NC42	DPPA5	ENSG00000203909.3	protein_coding	6	73353062	73354295	protein	PE1	0	-	0
ENSG00000203910	NX_Q5VVC0	C1orf146	ENSG00000203910.8	protein_coding	1	92217940	92245813	transcript	PE2	1	+	1
ENSG00000203923	NX_Q5VSR9	SPANXN1	ENSG00000203923.4	protein_coding	X	145246828	145256112	transcript	PE2	1	+	1
ENSG00000203926	NX_Q9NS26	SPANXA1	ENSG00000203926.4	protein_coding	X	141589435	141590772	protein	PE1	0	+	0
ENSG00000203933	NX_Q5JRM2	CXorf66	ENSG00000203933.2	protein_coding	X	139955725	139965520	protein	PE1	0	-	1
ENSG00000203942	NX_Q5T681	C10orf62	ENSG00000203942.4	protein_coding	10	97589727	97590934	protein	PE1	0	+	1
ENSG00000203943	NX_Q5VXD3	SAMD13	ENSG00000203943.8	protein_coding	1	84298366	84389957	protein	PE1	0	+	1
ENSG00000203950	NX_Q9BWD3	RTL8A	ENSG00000203950.6	protein_coding	X	135050932	135052196	protein	PE1	0	-	1
ENSG00000203952	NX_A6NGH7	CCDC160	ENSG00000203952.9	protein_coding	X	134237047	134246207	protein	PE1	0	+	1
ENSG00000203963	NX_Q5JVX7	C1orf141	ENSG00000203963.11	protein_coding	1	67092165	67231853	transcript	PE2	1	-	1
ENSG00000203965	NX_A8K855	EFCAB7	ENSG00000203965.12	protein_coding	1	63523372	63572693	protein	PE1	0	+	0
ENSG00000203970	NX_Q30KQ9	DEFB110	ENSG00000203970.3	protein_coding	6	50009138	50021981	transcript	PE2	1	-	0
ENSG00000203972	NX_Q5SZD4	GLYATL3	ENSG00000203972.9	protein_coding	6	49499958	49527047	protein	PE1	0	+	0
ENSG00000203985	NX_Q5T700	LDLRAD1	ENSG00000203985.10	protein_coding	1	54007299	54018186	protein	PE1	0	-	1
ENSG00000203989	NX_P0C7M4	RHOXF2B	ENSG00000203989.4	protein_coding	X	120070672	120077705	protein	PE1	0	-	0
ENSG00000203993	NX_Q9H2J1	ARRDC1-AS1	ENSG00000203993.4	antisense	9	137615332	137618906	protein	PE1	0	-	1
ENSG00000203995	NX_Q6WRX3	ZYG11A	ENSG00000203995.9	protein_coding	1	52842511	52894998	protein	PE1	0	+	0
ENSG00000204001	NX_Q6JVE9	LCN8	ENSG00000204001.9	protein_coding	9	136754386	136758543	transcript	PE2	1	-	0
ENSG00000204006	NX_Q5T7R7	C1orf185	ENSG00000204006.8	protein_coding	1	51102234	51148086	protein	PE1	0	+	1
ENSG00000204007	NX_Q7Z4J2	GLT6D1	ENSG00000204007.6	protein_coding	9	135623656	135639540	uncertain	PE5	0	-	0
ENSG00000204010	NX_Q5T764	IFIT1B	ENSG00000204010.3	protein_coding	10	89378056	89385205	protein	PE1	0	+	0
ENSG00000204011	NX_Q5SY13	COL5A1-AS1	ENSG00000204011.4	antisense	9	134649385	134652843	uncertain	PE5	0	-	0
ENSG00000204019	NX_Q5H943	CT83	ENSG00000204019.4	protein_coding	X	116461682	116463003	protein	PE1	0	-	1
ENSG00000204020	NX_Q5VXI9	LIPN	ENSG00000204020.5	protein_coding	10	88761406	88778242	transcript	PE2	1	+	0
ENSG00000204021	NX_Q5VXJ0	LIPK	ENSG00000204021.3	protein_coding	10	88724544	88752786	transcript	PE2	1	+	0
ENSG00000204022	NX_Q5W064	LIPJ	ENSG00000204022.9	protein_coding	10	88586753	88606976	transcript	PE2	1	+	0
ENSG00000204025	NX_A6NMA1	TRPC5OS	ENSG00000204025.7	protein_coding	X	111876051	111903990	protein	PE1	0	+	1
ENSG00000204033	NX_A6NDA9	LRIT2	ENSG00000204033.9	protein_coding	10	84220495	84225589	protein	PE1	0	-	1
ENSG00000204052	NX_Q5JTD7	LRRC73	ENSG00000204052.4	protein_coding	6	43506969	43510686	protein	PE1	0	-	1
ENSG00000204053	NX_P12525	MYCLP1	ENSG00000204053.6	processed_pseudogene	X	107272582	107273656	uncertain	PE5	0	+	0
ENSG00000204060	NX_A8MYZ6	FOXO6	ENSG00000204060.7	protein_coding	1	41361922	41383590	protein	PE1	0	+	0
ENSG00000204065	NX_Q5H9L2	TCEAL5	ENSG00000204065.2	protein_coding	X	103273691	103276872	protein	PE1	0	-	0
ENSG00000204070	NX_Q8N2H4	SYS1	ENSG00000204070.9	protein_coding	20	45361937	45376798	protein	PE1	0	+	0
ENSG00000204071	NX_Q6IPX3	TCEAL6	ENSG00000204071.10	protein_coding	X	102140476	102142970	protein	PE1	0	-	0
ENSG00000204084	NX_P32019	INPP5B	ENSG00000204084.12	protein_coding	1	37860697	37947057	protein	PE1	0	-	0
ENSG00000204086	NX_Q13156	RPA4	ENSG00000204086.4	protein_coding	X	96883908	96885467	protein	PE1	0	+	0
ENSG00000204091	NX_Q3Y452	TDRG1	ENSG00000204091.7	antisense	6	40334954	40379887	protein	PE1	0	+	0
ENSG00000204099	NX_Q8WWR8	NEU4	ENSG00000204099.11	protein_coding	2	241808825	241817413	protein	PE1	0	+	0
ENSG00000204103	NX_Q9Y5Q3	MAFB	ENSG00000204103.3	protein_coding	20	40685848	40689240	protein	PE1	0	-	0
ENSG00000204104	NX_Q8TDR0	TRAF3IP1	ENSG00000204104.11	protein_coding	2	238320441	238400900	protein	PE1	0	+	0
ENSG00000204110	NX_Q6ZS52	-	ENSG00000204110.6	lincRNA	6	37507348	37535616	uncertain	PE5	0	+	0
ENSG00000204113	NX_Q5H9B9	BMP2KL	ENSG00000204113.6	processed_pseudogene	X	74185929	74187153	uncertain	PE5	0	+	0
ENSG00000204116	NX_Q5VXU3	CHIC1	ENSG00000204116.11	protein_coding	X	73563200	73687102	protein	PE1	0	+	1
ENSG00000204118	NX_A6NFF2	NAP1L6P	ENSG00000204118.2	transcribed_processed_pseudogene	X	73126037	73128080	uncertain	PE5	0	-	0
ENSG00000204120	NX_Q6Y7W6	GIGYF2	ENSG00000204120.14	protein_coding	2	232697299	232860575	protein	PE1	0	+	0
ENSG00000204128	NX_A6NCS6	C2orf72	ENSG00000204128.5	protein_coding	2	231037490	231049719	protein	PE1	0	+	1
ENSG00000204130	NX_Q8WXA3	RUFY2	ENSG00000204130.13	protein_coding	10	68341107	68407294	protein	PE1	0	-	0
ENSG00000204131	NX_Q5HYW2	NHSL2	ENSG00000204131.9	protein_coding	X	71910818	72161750	protein	PE1	0	+	0
ENSG00000204136	NX_Q4G0N0	GGTA1P	ENSG00000204136.10	transcribed_unitary_pseudogene	9	121444991	121500027	protein	PE1	0	-	0
ENSG00000204138	NX_Q8IZ21	PHACTR4	ENSG00000204138.12	protein_coding	1	28369582	28500369	protein	PE1	0	+	0
ENSG00000204140	NX_A2RUU4	CLPSL1	ENSG00000204140.9	protein_coding	6	35781017	35793675	transcript	PE2	1	+	0
ENSG00000204147	NX_P0C7U1	ASAH2B	ENSG00000204147.10	protein_coding	10	50739318	50816495	transcript	PE2	1	+	0
ENSG00000204148	NX_Q9P2X8	LINC00474	ENSG00000204148.3	lincRNA	9	115888169	115925207	uncertain	PE5	0	-	0
ENSG00000204149	NX_Q5VW22	AGAP6	ENSG00000204149.10	protein_coding	10	49982190	50010499	transcript	PE2	1	+	0
ENSG00000204152	NX_Q5SRD1	TIMM23B	ENSG00000204152.10	protein_coding	10	49942033	49974850	uncertain	PE5	0	+	0
ENSG00000204160	NX_Q9NUE0	ZDHHC18	ENSG00000204160.11	protein_coding	1	26826710	26857602	protein	PE1	0	+	0
ENSG00000204161	NX_Q5T292	TMEM273	ENSG00000204161.13	protein_coding	10	49154725	49188585	protein	PE1	0	-	1
ENSG00000204165	NX_A6NEN9	CXorf65	ENSG00000204165.5	protein_coding	X	71103889	71106788	protein	PE1	0	-	1
ENSG00000204172	NX_Q5VTM2	AGAP9	ENSG00000204172.12	protein_coding	10	47501854	47523638	transcript	PE2	1	-	0
ENSG00000204173	NX_Q49AS3	LRRC37A5P	ENSG00000204173.10	transcribed_unprocessed_pseudogene	9	111602831	111631289	uncertain	PE5	0	-	0
ENSG00000204174	NX_P50391	NPY4R	ENSG00000204174.7	protein_coding	10	46461099	46465881	transcript	PE2	1	-	0
ENSG00000204175	NX_O60269	GPRIN2	ENSG00000204175.5	protein_coding	10	46549044	46555530	protein	PE1	0	-	0
ENSG00000204176	NX_Q9BQS2	SYT15	ENSG00000204176.13	protein_coding	10	46578217	46594173	protein	PE1	0	+	0
ENSG00000204178	NX_Q8N5G2	MACO1	ENSG00000204178.9	protein_coding	1	25430858	25500209	protein	PE1	0	+	0
ENSG00000204179	NX_Q4JDL3	PTPN20	ENSG00000204179.10	protein_coding	10	46911396	47002488	protein	PE1	0	+	0
ENSG00000204183	NX_Q5U4N7	GDF5OS	ENSG00000204183.1	protein_coding	20	35433029	35435450	transcript	PE2	1	+	1
ENSG00000204186	NX_Q9HCK1	ZDBF2	ENSG00000204186.7	protein_coding	2	206274663	206314428	protein	PE1	0	+	1
ENSG00000204188	NX_Q5YKI7	GGNBP1	ENSG00000204188.7	transcribed_unitary_pseudogene	6	33540046	33589026	uncertain	PE5	0	+	0
ENSG00000204193	NX_Q6A555	TXNDC8	ENSG00000204193.10	protein_coding	9	110303521	110337884	protein	PE1	0	-	0
ENSG00000204195	NX_Q58HT5	AWAT1	ENSG00000204195.3	protein_coding	X	70234655	70240627	protein	PE1	0	+	0
ENSG00000204209	NX_Q9UER7	DAXX	ENSG00000204209.12	protein_coding	6	33318558	33323016	protein	PE1	0	-	0
ENSG00000204217	NX_Q13873	BMPR2	ENSG00000204217.13	protein_coding	2	202376936	202567751	protein	PE1	0	+	0
ENSG00000204219	NX_O75764	TCEA3	ENSG00000204219.9	protein_coding	1	23381061	23424740	protein	PE1	0	-	0
ENSG00000204220	NX_O15212	PFDN6	ENSG00000204220.11	protein_coding	6	33289302	33298401	protein	PE1	0	+	0
ENSG00000204227	NX_Q06587	RING1	ENSG00000204227.4	protein_coding	6	33208495	33212722	protein	PE1	0	+	0
ENSG00000204228	NX_Q92506	HSD17B8	ENSG00000204228.3	protein_coding	6	33204642	33206831	protein	PE1	0	+	0
ENSG00000204231	NX_P28702	RXRB	ENSG00000204231.10	protein_coding	6	33193588	33200688	protein	PE1	0	-	0
ENSG00000204237	NX_Q5BKU9	OXLD1	ENSG00000204237.4	protein_coding	17	81665036	81666635	protein	PE1	0	-	1
ENSG00000204246	NX_Q8NGS6	OR13C3	ENSG00000204246.3	protein_coding	9	104535749	104536856	transcript	PE2	1	-	0
ENSG00000204248	NX_P13942	COL11A2	ENSG00000204248.10	protein_coding	6	33162681	33192499	protein	PE1	0	-	0
ENSG00000204250	NX_B1AMM8	LINC00587	ENSG00000204250.3	lincRNA	9	102519636	102657514	uncertain	PE5	0	+	0
ENSG00000204252	NX_P06340	HLA-DOA	ENSG00000204252.13	protein_coding	6	33004178	33009612	protein	PE1	0	-	0
ENSG00000204256	NX_P25440	BRD2	ENSG00000204256.12	protein_coding	6	32968660	32981505	protein	PE1	0	+	0
ENSG00000204257	NX_P28067	HLA-DMA	ENSG00000204257.14	protein_coding	6	32948613	32969094	protein	PE1	0	-	0
ENSG00000204262	NX_P05997	COL5A2	ENSG00000204262.11	protein_coding	2	189031896	189179879	protein	PE1	0	-	0
ENSG00000204264	NX_P28062	PSMB8	ENSG00000204264.8	protein_coding	6	32840717	32844703	protein	PE1	0	-	0
ENSG00000204267	NX_Q03519	TAP2	ENSG00000204267.13	protein_coding	6	32821833	32838780	protein	PE1	0	-	0
ENSG00000204271	NX_Q5JUX0	SPIN3	ENSG00000204271.12	protein_coding	X	56818298	56995827	protein	PE1	0	-	0
ENSG00000204272	NX_A0A0U1RRE5	NBDY	ENSG00000204272.12	protein_coding	X	56729241	56818380	protein	PE1	0	+	0
ENSG00000204278	NX_A6NFC5	TMEM235	ENSG00000204278.12	protein_coding	17	78231310	78240987	transcript	PE2	1	+	1
ENSG00000204279	NX_Q5JUK9	PAGE3	ENSG00000204279.7	protein_coding	X	55258412	55264846	protein	PE1	0	-	1
ENSG00000204287	NX_P01903	HLA-DRA	ENSG00000204287.13	protein_coding	6	32439842	32445046	protein	PE1	0	+	0
ENSG00000204290	NX_Q9UIR0	BTNL2	ENSG00000204290.10	protein_coding	6	32393963	32407128	transcript	PE2	1	-	0
ENSG00000204291	NX_P39059	COL15A1	ENSG00000204291.10	protein_coding	9	98943179	99070792	protein	PE1	0	+	0
ENSG00000204296	NX_Q5SRN2	TSBP1	ENSG00000204296.11	protein_coding	6	32288526	32371912	protein	PE1	0	-	1
ENSG00000204300	NX_Q6GV28	TMEM225	ENSG00000204300.6	protein_coding	11	123882926	123885642	transcript	PE2	1	-	0
ENSG00000204301	NX_Q99466	NOTCH4	ENSG00000204301.6	protein_coding	6	32194843	32224067	protein	PE1	0	-	0
ENSG00000204304	NX_P40425	PBX2	ENSG00000204304.11	protein_coding	6	32184741	32190186	protein	PE1	0	-	0
ENSG00000204305	NX_Q15109	AGER	ENSG00000204305.13	protein_coding	6	32180968	32184324	protein	PE1	0	-	0
ENSG00000204308	NX_Q99942	RNF5	ENSG00000204308.7	protein_coding	6	32178354	32180793	protein	PE1	0	+	0
ENSG00000204310	NX_Q99943	AGPAT1	ENSG00000204310.12	protein_coding	6	32168212	32178096	protein	PE1	0	-	0
ENSG00000204311	NX_Q0ZLH3	PJVK	ENSG00000204311.13	protein_coding	2	178451346	178461409	protein	PE1	0	+	0
ENSG00000204314	NX_Q99946	PRRT1	ENSG00000204314.11	protein_coding	6	32148359	32153083	protein	PE1	0	-	1
ENSG00000204315	NX_Q9UIM3	FKBPL	ENSG00000204315.3	protein_coding	6	32128707	32130291	protein	PE1	0	-	0
ENSG00000204316	NX_Q96DV4	MRPL38	ENSG00000204316.12	protein_coding	17	75898643	75905413	protein	PE1	0	-	0
ENSG00000204323	NX_Q71RC9	SMIM5	ENSG00000204323.5	protein_coding	17	75633434	75641404	protein	PE1	0	+	1
ENSG00000204334	NX_A1L162	ERICH2	ENSG00000204334.7	protein_coding	2	170783786	170798971	protein	PE1	0	+	1
ENSG00000204335	NX_Q6BEB4	SP5	ENSG00000204335.3	protein_coding	2	170715351	170718078	protein	PE1	0	+	0
ENSG00000204344	NX_P49842	STK19	ENSG00000204344.14	protein_coding	6	31971091	31982821	protein	PE1	0	+	0
ENSG00000204345	NX_Q6UXZ3	CD300LD	ENSG00000204345.1	protein_coding	17	74579365	74592283	protein	PE1	0	-	0
ENSG00000204347	NX_A6NE02	BTBD17	ENSG00000204347.3	protein_coding	17	74356416	74361946	protein	PE1	0	-	0
ENSG00000204348	NX_O77932	DXO	ENSG00000204348.9	protein_coding	6	31969810	31972292	protein	PE1	0	-	0
ENSG00000204351	NX_Q15477	SKIV2L	ENSG00000204351.11	protein_coding	6	31959080	31969755	protein	PE1	0	+	0
ENSG00000204352	NX_Q5T035	C9orf129	ENSG00000204352.2	protein_coding	9	93318199	93346414	transcript	PE2	1	-	1
ENSG00000204356	NX_P18615	NELFE	ENSG00000204356.13	protein_coding	6	31952087	31959110	protein	PE1	0	-	0
ENSG00000204361	NX_Q96DL1	NXPE2	ENSG00000204361.8	protein_coding	11	114678386	114706933	protein	PE1	0	+	1
ENSG00000204363	NX_Q5MJ07	SPANXN5	ENSG00000204363.4	protein_coding	X	52796144	52798101	transcript	PE2	1	-	1
ENSG00000204366	NX_Q9Y330	ZBTB12	ENSG00000204366.3	protein_coding	6	31899607	31901992	protein	PE1	0	-	0
ENSG00000204370	NX_O14521	SDHD	ENSG00000204370.10	protein_coding	11	112086773	112120013	protein	PE1	0	+	0
ENSG00000204371	NX_Q96KQ7	EHMT2	ENSG00000204371.11	protein_coding	6	31879759	31897687	protein	PE1	0	-	0
ENSG00000204379	NX_Q9HD64	XAGE1A	ENSG00000204379.10	protein_coding	X	52495676	52500812	protein	PE1	0	+	1
ENSG00000204381	NX_Q6UX15	LAYN	ENSG00000204381.11	protein_coding	11	111540280	111561745	protein	PE1	0	+	0
ENSG00000204382	NX_Q9HD64	XAGE1A	ENSG00000204382.11	protein_coding	X	52512077	52520803	protein	PE1	0	-	1
ENSG00000204385	NX_Q53GD3	SLC44A4	ENSG00000204385.11	protein_coding	6	31863192	31879046	protein	PE1	0	-	0
ENSG00000204386	NX_Q99519	NEU1	ENSG00000204386.10	protein_coding	6	31857659	31862906	protein	PE1	0	-	0
ENSG00000204388	NX_P0DMV9	HSPA1B	ENSG00000204388.6	protein_coding	6	31827735	31830255	protein	PE1	0	+	0
ENSG00000204389	NX_P0DMV8	HSPA1A	ENSG00000204389.9	protein_coding	6	31815464	31817946	protein	PE1	0	+	0
ENSG00000204390	NX_P34931	HSPA1L	ENSG00000204390.9	protein_coding	6	31809619	31815065	protein	PE1	0	-	0
ENSG00000204392	NX_Q9Y333	LSM2	ENSG00000204392.10	protein_coding	6	31797396	31806984	protein	PE1	0	-	0
ENSG00000204393	NX_Q5W150	-	ENSG00000204393.7	lincRNA	20	32564992	32608893	protein	PE1	0	+	1
ENSG00000204394	NX_P26640	VARS	ENSG00000204394.12	protein_coding	6	31777518	31795953	protein	PE1	0	-	0
ENSG00000204396	NX_Q9Y334	VWA7	ENSG00000204396.10	protein_coding	6	31765590	31777294	protein	PE1	0	-	1
ENSG00000204397	NX_Q5EG05	CARD16	ENSG00000204397.7	protein_coding	11	105041326	105101431	protein	PE1	0	-	0
ENSG00000204403	NX_Q6UXS9	CASP12	ENSG00000204403.9	polymorphic_pseudogene	11	104885718	104898670	protein	PE1	0	-	0
ENSG00000204406	NX_Q9P267	MBD5	ENSG00000204406.13	protein_coding	2	148021011	148516971	protein	PE1	0	+	0
ENSG00000204410	NX_O43196	MSH5	ENSG00000204410.14	protein_coding	6	31739948	31762834	protein	PE1	0	+	0
ENSG00000204414	NX_Q14406	CSHL1	ENSG00000204414.12	protein_coding	17	63909597	63918838	protein	PE1	0	-	0
ENSG00000204420	NX_O95866	MPIG6B	ENSG00000204420.8	protein_coding	6	31718594	31726714	protein	PE1	0	+	0
ENSG00000204421	NX_O95867	LY6G6C	ENSG00000204421.2	protein_coding	6	31718648	31721845	protein	PE1	0	-	0
ENSG00000204424	NX_Q5SQ64	LY6G6F	ENSG00000204424.9	protein_coding	6	31706885	31710595	protein	PE1	0	+	0
ENSG00000204427	NX_O95870	ABHD16A	ENSG00000204427.11	protein_coding	6	31686949	31703444	protein	PE1	0	-	0
ENSG00000204428	NX_Q5SRR4	LY6G5C	ENSG00000204428.12	protein_coding	6	31676684	31684040	protein	PE1	0	-	0
ENSG00000204434	NX_Q9BYX7	POTEKP	ENSG00000204434.5	unprocessed_pseudogene	2	131591752	131627266	uncertain	PE5	0	+	0
ENSG00000204435	NX_P67870	CSNK2B	ENSG00000204435.13	protein_coding	6	31665236	31670343	protein	PE1	0	+	0
ENSG00000204438	NX_O95872	GPANK1	ENSG00000204438.10	protein_coding	6	31661229	31666283	protein	PE1	0	-	1
ENSG00000204439	NX_O95873	C6orf47	ENSG00000204439.3	protein_coding	6	31658298	31660772	protein	PE1	0	-	1
ENSG00000204442	NX_B1AL88	FAM155A	ENSG00000204442.3	protein_coding	13	107163510	107866735	protein	PE1	0	-	0
ENSG00000204444	NX_O95445	APOM	ENSG00000204444.10	protein_coding	6	31652416	31658210	protein	PE1	0	+	0
ENSG00000204446	NX_A2RU37	C9orf170	ENSG00000204446.4	lincRNA	9	87148644	87159556	transcript	PE2	1	+	1
ENSG00000204449	NX_P0CI26	TRIM49C	ENSG00000204449.3	protein_coding	11	90031106	90042025	transcript	PE2	1	+	1
ENSG00000204450	NX_A6NGJ6	TRIM64	ENSG00000204450.7	protein_coding	11	89968502	89975228	transcript	PE2	1	+	1
ENSG00000204463	NX_P46379	BAG6	ENSG00000204463.12	protein_coding	6	31639028	31652705	protein	PE1	0	-	0
ENSG00000204469	NX_P48634	PRRC2A	ENSG00000204469.12	protein_coding	6	31620720	31637771	protein	PE1	0	+	0
ENSG00000204472	NX_P55008	AIF1	ENSG00000204472.12	protein_coding	6	31615184	31617021	protein	PE1	0	+	0
ENSG00000204475	NX_O14931	NCR3	ENSG00000204475.9	protein_coding	6	31588895	31592985	protein	PE1	0	-	0
ENSG00000204478	NX_Q5VT98	PRAMEF20	ENSG00000204478.9	protein_coding	1	13410450	13421328	transcript	PE2	1	+	0
ENSG00000204479	NX_Q5VTA0	PRAMEF17	ENSG00000204479.4	protein_coding	1	13389632	13392629	transcript	PE2	1	+	0
ENSG00000204480	NX_Q5SWL8	PRAMEF19	ENSG00000204480.7	protein_coding	1	13369067	13371693	homology	PE3	1	-	0
ENSG00000204481	NX_Q5SWL7	PRAMEF14	ENSG00000204481.7	protein_coding	1	13342034	13347134	homology	PE3	1	-	0
ENSG00000204482	NX_O00453	LST1	ENSG00000204482.10	protein_coding	6	31586124	31588909	protein	PE1	0	+	0
ENSG00000204498	NX_Q9UBC1	NFKBIL1	ENSG00000204498.10	protein_coding	6	31546870	31558829	protein	PE1	0	+	0
ENSG00000204501	NX_Q5VWM5	PRAMEF15;PRAMEF9	ENSG00000204501.7	protein_coding	1	13315581	13322598	transcript	PE2	1	+	0
ENSG00000204505	NX_Q5VWM5	PRAMEF9;PRAMEF15	ENSG00000204505.4	protein_coding	1	13172455	13179464	transcript	PE2	1	+	0
ENSG00000204510	NX_Q5VXH5	PRAMEF7	ENSG00000204510.5	protein_coding	1	12916610	12920482	transcript	PE2	1	+	0
ENSG00000204511	NX_P59942	MCCD1	ENSG00000204511.2	protein_coding	6	31528717	31530232	transcript	PE2	1	+	1
ENSG00000204514	NX_B7Z6K7	ZNF814	ENSG00000204514.9	protein_coding	19	57848731	57889074	protein	PE1	0	-	0
ENSG00000204516	NX_Q29980	MICB	ENSG00000204516.9	protein_coding	6	31494881	31511124	protein	PE1	0	+	0
ENSG00000204518	NX_Q5VUY2	AADACL4	ENSG00000204518.2	protein_coding	1	12644547	12667086	transcript	PE2	1	+	0
ENSG00000204519	NX_Q7Z340	ZNF551	ENSG00000204519.10	protein_coding	19	57681969	57717301	protein	PE1	0	+	0
ENSG00000204520	NX_Q29983	MICA	ENSG00000204520.12	protein_coding	6	31399784	31415315	protein	PE1	0	+	0
ENSG00000204524	NX_Q5CZA5	ZNF805	ENSG00000204524.6	protein_coding	19	57240685	57255135	protein	PE1	0	+	0
